reference_id,enrichment_id,ku_id,content_field,cell_index,link_index,link_label,target_type,target_id,resolution_status
ref-2fcd1a3bf465a0da,enr-12175,units/persons/vittoria-di-lutio-loli,value,,0,乔万尼·巴蒂斯塔·萨尔维,entity,units/persons/sassoferrato,resolved_entity
ref-d0be6cf5653f014b,enr-12175,units/persons/vittoria-di-lutio-loli,cells,1,0,乔万尼·巴蒂斯塔·萨尔维,entity,units/persons/sassoferrato,resolved_entity
ref-9cdc97363fa4b764,enr-12176,units/persons/vittoria-di-lutio-loli,value,,0,塔尔奎尼奥·萨尔维,entity,units/persons/tarquinio-salvi,resolved_entity
ref-c475929cec80e535,enr-12176,units/persons/vittoria-di-lutio-loli,cells,1,0,塔尔奎尼奥·萨尔维,entity,units/persons/tarquinio-salvi,resolved_entity
ref-0563d7afa8cc50f0,enr-05062,units/persons/viviano-codazzi,value,,0,马萨涅洛起义,entity,units/works/michelangelo-cerquozzi-the-revolt-of-masaniello,resolved_entity
ref-764d501411a09e72,enr-05062,units/persons/viviano-codazzi,cells,1,0,马萨涅洛起义,entity,units/works/michelangelo-cerquozzi-the-revolt-of-masaniello,resolved_entity
ref-8f88bc27dbf3b632,enr-12178,units/persons/viviano-codazzi,value,,0,切尔科齐,entity,units/persons/michelangelo-cerquozzi,resolved_entity
ref-7b9de29e8251b7e5,enr-12178,units/persons/viviano-codazzi,cells,1,0,切尔科齐,entity,units/persons/michelangelo-cerquozzi,resolved_entity
ref-aaea256bf726426c,enr-05068,units/persons/watkin-williams-wynn,value,,0,歌剧排练,entity,units/works/marco-ricci-an-operatic-rehearsal,resolved_entity
ref-85a4977f1b497eb9,enr-05068,units/persons/watkin-williams-wynn,cells,1,0,歌剧排练,entity,units/works/marco-ricci-an-operatic-rehearsal,resolved_entity
ref-412c50b6341e7c66,enr-12182,units/persons/william-john-bankes,value,,0,卡米洛·马西米肖像,entity,units/works/velasquez-camillo-massimi,resolved_entity
ref-a7577e66b132b2ed,enr-12182,units/persons/william-john-bankes,cells,1,0,卡米洛·马西米肖像,entity,units/works/velasquez-camillo-massimi,resolved_entity
ref-c5acf9203b0e7ff3,enr-05075,units/persons/william-john-bankes,value,,0,金斯顿莱西庄园,entity,units/places/kingston-lacy,resolved_entity
ref-d4e107a78fe5b4f5,enr-05075,units/persons/william-john-bankes,cells,1,0,金斯顿莱西庄园,entity,units/places/kingston-lacy,resolved_entity
ref-286430b3b36d9e87,enr-12190,units/persons/zaccaria-sagredo,value,,0,扎卡里亚·萨格雷多肖像,entity,units/works/gian-antonio-faldoni-zaccaria-sagredo,resolved_entity
ref-ac8e66f2faa40689,enr-12190,units/persons/zaccaria-sagredo,cells,1,0,扎卡里亚·萨格雷多肖像,entity,units/works/gian-antonio-faldoni-zaccaria-sagredo,resolved_entity
ref-6e38bf96b5355905,enr-05088,units/places/alnwick-castle,value,,0,安东尼奥·巴贝里尼枢机,entity,units/works/carlo-maratta-cardinal-antonio-barberini,resolved_entity
ref-124376fd0ee4e857,enr-05088,units/places/alnwick-castle,cells,1,0,安东尼奥·巴贝里尼枢机,entity,units/works/carlo-maratta-cardinal-antonio-barberini,resolved_entity
ref-63b392c0bf248c10,enr-05095,units/places/badminton,value,,0,巴德明顿景观,entity,units/works/canaletto-view-from-badminton-1748,resolved_entity
ref-f0ce2883ef201033,enr-05095,units/places/badminton,cells,1,0,巴德明顿景观,entity,units/works/canaletto-view-from-badminton-1748,resolved_entity
ref-ef436271b2d68fef,enr-05099,units/places/barberini-chapel-sant-andrea-valle,value,,0,马泰奥·卡斯泰利,entity,units/persons/matteo-castelli,resolved_entity
ref-bd236ff4243d5cf0,enr-05099,units/places/barberini-chapel-sant-andrea-valle,cells,1,0,马泰奥·卡斯泰利,entity,units/persons/matteo-castelli,resolved_entity
ref-3a0ecfce84e520e8,enr-05100,units/places/barberini-chapel-sant-andrea-valle,value,,0,谷地圣安德烈堂,entity,units/places/sant-andrea-della-valle,resolved_entity
ref-be05deb8e804fc3a,enr-05100,units/places/barberini-chapel-sant-andrea-valle,cells,1,0,谷地圣安德烈堂,entity,units/places/sant-andrea-della-valle,resolved_entity
ref-b6a3da6fc96ca4ca,enr-05101,units/places/barberini-chapel-sant-andrea-valle,value,,0,罗马,entity,units/places/rome,resolved_entity
ref-51bbdd32b67f3e30,enr-05101,units/places/barberini-chapel-sant-andrea-valle,cells,1,0,罗马,entity,units/places/rome,resolved_entity
ref-f671a8dd13f439c6,enr-05105,units/places/belvoir-castle,value,,0,婚姻,entity,units/works/poussin-marriage,resolved_entity
ref-d95379bf9b3d2a94,enr-05105,units/places/belvoir-castle,cells,1,0,婚姻,entity,units/works/poussin-marriage,resolved_entity
ref-bf6fb03d82337aa5,enr-05109,units/places/berlin,value,,0,西吉斯蒙德·施特赖特肖像,entity,units/works/amigoni-sigismund-streit,resolved_entity
ref-63fc9c186502fd90,enr-05109,units/places/berlin,cells,1,0,西吉斯蒙德·施特赖特肖像,entity,units/works/amigoni-sigismund-streit,resolved_entity
ref-6749038d87d6c8f0,enr-05122,units/places/ca-pesaro,value,,0,威尼斯寓意,entity,units/works/niccolo-bambini-allegory-of-venice,resolved_entity
ref-d412e5b562d6e698,enr-05122,units/places/ca-pesaro,cells,1,0,威尼斯寓意,entity,units/works/niccolo-bambini-allegory-of-venice,resolved_entity
ref-0a623eef0d8ff463,enr-05126,units/places/ca-rezzonico,value,,0,雷佐尼科家族婚姻寓意,entity,units/works/tiepolo-marriage-allegory-of-the-rezzonico-family,resolved_entity
ref-f922af9df32283db,enr-05126,units/places/ca-rezzonico,cells,1,0,雷佐尼科家族婚姻寓意,entity,units/works/tiepolo-marriage-allegory-of-the-rezzonico-family,resolved_entity
ref-b6afb1cc86c7e86b,enr-05131,units/places/cambridge,value,,0,托马斯·贝恩斯,entity,units/works/carlo-dolci-sir-thomas-baines,resolved_entity
ref-d9992ca81539bbd6,enr-05131,units/places/cambridge,cells,1,0,托马斯·贝恩斯,entity,units/works/carlo-dolci-sir-thomas-baines,resolved_entity
ref-1d66b5578275fc8f,enr-05134,units/places/camposanto-pisa,value,,0,比萨,entity,units/places/pisa,resolved_entity
ref-b218317cd0602842,enr-05134,units/places/camposanto-pisa,cells,1,0,比萨,entity,units/places/pisa,resolved_entity
ref-bb37ba128de7d8d0,enr-05135,units/places/camposanto-pisa,value,,0,弗朗切斯科·阿尔加罗蒂墓,entity,units/works/tomb-of-francesco-algarotti,resolved_entity
ref-e946d43c698a923a,enr-05135,units/places/camposanto-pisa,cells,1,0,弗朗切斯科·阿尔加罗蒂墓,entity,units/works/tomb-of-francesco-algarotti,resolved_entity
ref-330b87dd83d60ee2,enr-12213,units/places/cappella-delci-santa-sabina,value,,0,圣撒比纳大殿,entity,units/places/s-sabina,resolved_entity
ref-d1a03c7650d2db5f,enr-12213,units/places/cappella-delci-santa-sabina,cells,1,0,圣撒比纳大殿,entity,units/places/s-sabina,resolved_entity
ref-5fb0443dad9c8339,enr-12214,units/places/cappella-delci-santa-sabina,value,,0,罗马,entity,units/places/rome,resolved_entity
ref-f0b28b9760b6b7b5,enr-12214,units/places/cappella-delci-santa-sabina,cells,1,0,罗马,entity,units/places/rome,resolved_entity
ref-3847d966fa0b6809,enr-12215,units/places/cappella-delci-santa-sabina,value,,0,玫瑰圣母与道明、加大利纳,entity,units/works/sassoferrato-madonna-of-the-rosary-with-saints-dominic-and-catherine,resolved_entity
ref-34bc4c8f3eee19df,enr-12215,units/places/cappella-delci-santa-sabina,cells,1,0,玫瑰圣母与道明、加大利纳,entity,units/works/sassoferrato-madonna-of-the-rosary-with-saints-dominic-and-catherine,resolved_entity
ref-5bf2e6f282b53c4a,enr-05148,units/places/castello-sforzesco,value,,0,舒伦堡元帅肖像,entity,units/works/piazzetta-marshal-schulenburg,resolved_entity
ref-ede2e2ad0a9c3676,enr-05148,units/places/castello-sforzesco,cells,1,0,舒伦堡元帅肖像,entity,units/works/piazzetta-marshal-schulenburg,resolved_entity
ref-028457fa067e7e35,enr-12219,units/places/castello-sforzesco,value,,0,米兰,entity,units/places/milan,resolved_entity
ref-9f8f8f36c78770db,enr-12219,units/places/castello-sforzesco,cells,1,0,米兰,entity,units/places/milan,resolved_entity
ref-bbdf24bfda2eef0a,enr-12221,units/places/castello-sforzesco,value,,0,斯福尔扎城堡素描室,entity,units/institutions/gabinetto-dei-disegni-castello-sforzesco,resolved_entity
ref-a35c3ae52c37ffbf,enr-12221,units/places/castello-sforzesco,cells,1,0,斯福尔扎城堡素描室,entity,units/institutions/gabinetto-dei-disegni-castello-sforzesco,resolved_entity
ref-cab0fe8f6e177de8,enr-12224,units/places/castle-howard,value,,0,马尔科·里奇,entity,units/persons/marco-ricci,resolved_entity
ref-7ee6d745ef9b23c9,enr-12224,units/places/castle-howard,value,,1,佩莱格里尼,entity,units/persons/pellegrini,resolved_entity
ref-4e0f1ddc716b3f8e,enr-12224,units/places/castle-howard,cells,1,0,马尔科·里奇,entity,units/persons/marco-ricci,resolved_entity
ref-7c31013fc769f1c1,enr-12224,units/places/castle-howard,cells,1,1,佩莱格里尼,entity,units/persons/pellegrini,resolved_entity
ref-9f413acf836e1bba,enr-12232,units/places/chiesa-san-nicola-dei-lorenesi,value,,0,罗马,entity,units/places/rome,resolved_entity
ref-b3bf75f06b661ad9,enr-12232,units/places/chiesa-san-nicola-dei-lorenesi,cells,1,0,罗马,entity,units/places/rome,resolved_entity
ref-934afa158610b4f1,enr-12233,units/places/chiesa-san-nicola-dei-lorenesi,value,,0,贾昆托装饰工程,entity,units/works/giaquinto-san-nicola-dei-lorenesi-decoration,resolved_entity
ref-69461d6f4d3a29a7,enr-12233,units/places/chiesa-san-nicola-dei-lorenesi,cells,1,0,贾昆托装饰工程,entity,units/works/giaquinto-san-nicola-dei-lorenesi-decoration,resolved_entity
ref-5bf08cfed739de54,enr-05178,units/places/chiesa-san-gregorio-messina,value,,0,墨西拿（Messina）,entity,units/places/messina,resolved_entity
ref-2469554c2e01e302,enr-05178,units/places/chiesa-san-gregorio-messina,cells,1,0,墨西拿（Messina）,entity,units/places/messina,resolved_entity
ref-3e909128f42e8f9e,enr-12235,units/places/chiesa-san-gregorio-messina,value,,0,加尔默罗圣母小堂,entity,units/places/chiesa-san-gregorio-cappella-madonna-carmine,resolved_entity
ref-db99fc8bb927b4a6,enr-12235,units/places/chiesa-san-gregorio-messina,cells,1,0,加尔默罗圣母小堂,entity,units/places/chiesa-san-gregorio-cappella-madonna-carmine,resolved_entity
ref-83d2d986aed09abd,enr-05188,units/places/church-of-s-rocco,value,,0,圣洛克堂画展,entity,units/works/marieschi-picture-exhibition-at-church-of-s-rocco,resolved_entity
ref-bceafc6fd57b1894,enr-05188,units/places/church-of-s-rocco,cells,1,0,圣洛克堂画展,entity,units/works/marieschi-picture-exhibition-at-church-of-s-rocco,resolved_entity
ref-1c2f3b77d0287cab,enr-05192,units/places/church-of-the-frari,value,,0,乔瓦尼·佩萨罗总督纪念碑,entity,units/works/monument-to-doge-giovanni-pesaro,resolved_entity
ref-d403396ad78e4f2e,enr-05192,units/places/church-of-the-frari,cells,1,0,乔瓦尼·佩萨罗总督纪念碑,entity,units/works/monument-to-doge-giovanni-pesaro,resolved_entity
ref-30af1510a99741bd,enr-05196,units/places/cologne,value,,0,田园,entity,units/works/piazzetta-idyll,resolved_entity
ref-a4cb2462bb22821b,enr-05196,units/places/cologne,cells,1,0,田园,entity,units/works/piazzetta-idyll,resolved_entity
ref-d3d3414dfbc72724,enr-05212,units/places/delphi,value,,0,有队列的德尔斐景观,entity,units/works/claude-view-of-delphi-with-a-procession,resolved_entity
ref-3949b2919aec21ac,enr-05212,units/places/delphi,cells,1,0,有队列的德尔斐景观,entity,units/works/claude-view-of-delphi-with-a-procession,resolved_entity
ref-d4eb0e59ff0a5221,enr-12246,units/places/edinburgh,value,,0,苏格兰国家美术馆,entity,units/institutions/national-gallery-of-scotland,resolved_entity
ref-a40ae44bb23576e5,enr-12246,units/places/edinburgh,cells,1,0,苏格兰国家美术馆,entity,units/institutions/national-gallery-of-scotland,resolved_entity
ref-e20ea720a16d89fc,enr-05219,units/places/egypt,value,,0,逃往埃及途中的休息,entity,units/works/pietro-testa-rest-on-the-flight-into-egypt,resolved_entity
ref-5235d34153038bb7,enr-05219,units/places/egypt,cells,1,0,逃往埃及途中的休息,entity,units/works/pietro-testa-rest-on-the-flight-into-egypt,resolved_entity
ref-6d62fd8e2d716b5a,enr-12258,units/places/florence,value,,0,罗马,entity,units/places/rome,resolved_entity
ref-7194db4dd4c2605c,enr-12258,units/places/florence,cells,1,0,罗马,entity,units/places/rome,resolved_entity
ref-033f28a3f052c653,enr-12264,units/places/florence,value,,0,乌尔班八世卡,entity,units/persons/urbano-viii,resolved_entity
ref-dd49126f190a2b61,enr-12264,units/places/florence,evidence,,0,乌尔班八世卡,entity,units/persons/urbano-viii,resolved_entity
ref-92722e954ea96fdc,enr-12264,units/places/florence,cells,1,0,乌尔班八世卡,entity,units/persons/urbano-viii,resolved_entity
ref-24d802ed1763296d,enr-05241,units/places/florence,value,,0,马费奥·巴贝里尼肖像,entity,units/works/caravaggio-maffeo-barberini,resolved_entity
ref-ef5d889e205c9377,enr-05241,units/places/florence,cells,1,0,马费奥·巴贝里尼肖像,entity,units/works/caravaggio-maffeo-barberini,resolved_entity
ref-9b36929527ba7428,enr-05243,units/places/florence,value,,0,本蒂沃利奥枢机肖像,entity,units/works/van-dyck-cardinal-bentivoglio,resolved_entity
ref-66d6ca43a523aa92,enr-05243,units/places/florence,cells,1,0,本蒂沃利奥枢机肖像,entity,units/works/van-dyck-cardinal-bentivoglio,resolved_entity
ref-7a532c127b15f432,enr-05245,units/places/florence,value,,0,梳妆少女,entity,units/works/g-m-crespi-girl-at-her-toilet,resolved_entity
ref-22c8870d188f02a1,enr-05245,units/places/florence,cells,1,0,梳妆少女,entity,units/works/g-m-crespi-girl-at-her-toilet,resolved_entity
ref-664776a08216d9d8,enr-05247,units/places/florence,value,,0,画家一家,entity,units/works/g-m-crespi-the-painter-s-family,resolved_entity
ref-1b9c77436fd0a4ec,enr-05247,units/places/florence,cells,1,0,画家一家,entity,units/works/g-m-crespi-the-painter-s-family,resolved_entity
ref-4d4de0278eb0786b,enr-05249,units/places/florence,value,,0,波焦阿卡亚诺集市局部,entity,units/works/g-m-crespi-detail-from-fair-at-poggio-a-caiano,resolved_entity
ref-ab575467696dd024,enr-05249,units/places/florence,cells,1,0,波焦阿卡亚诺集市局部,entity,units/works/g-m-crespi-detail-from-fair-at-poggio-a-caiano,resolved_entity
ref-543e622dca3c9120,enr-05251,units/places/florence,value,,0,阿尔洛托教区神父的玩笑,entity,units/works/baldassare-franceschini-la-burla-del-piovano-arlotto,resolved_entity
ref-506ea480ee39fe10,enr-05251,units/places/florence,cells,1,0,阿尔洛托教区神父的玩笑,entity,units/works/baldassare-franceschini-la-burla-del-piovano-arlotto,resolved_entity
ref-106b9126b90c4082,enr-05253,units/places/florence,value,,0,劫夺欧罗巴,entity,units/works/sebastiano-ricci-rape-of-europa,resolved_entity
ref-0cd5f2b1476565ae,enr-05253,units/places/florence,cells,1,0,劫夺欧罗巴,entity,units/works/sebastiano-ricci-rape-of-europa,resolved_entity
ref-7d6ce7dfc199578a,enr-05255,units/places/florence,value,,0,潘与绪任克斯,entity,units/works/sebastiano-ricci-pan-and-syrinx,resolved_entity
ref-117889867759b743,enr-05255,units/places/florence,cells,1,0,潘与绪任克斯,entity,units/works/sebastiano-ricci-pan-and-syrinx,resolved_entity
ref-741fd72bea044780,enr-05257,units/places/florence,value,,0,维纳斯与阿多尼斯,entity,units/works/sebastiano-ricci-venus-and-adonis,resolved_entity
ref-8f1a61b07b56dfbb,enr-05257,units/places/florence,cells,1,0,维纳斯与阿多尼斯,entity,units/works/sebastiano-ricci-venus-and-adonis,resolved_entity
ref-e11a258396042dd7,enr-05259,units/places/florence,value,,0,乐师群像,entity,units/works/a-d-gabbiani-a-group-of-musicians,resolved_entity
ref-a0c70188f0e76aa5,enr-05259,units/places/florence,cells,1,0,乐师群像,entity,units/works/a-d-gabbiani-a-group-of-musicians,resolved_entity
ref-6a16395fdc49e258,enr-05261,units/places/florence,value,,0,撒迦利亚被石击,entity,units/works/giannantonio-fumiani-the-stoning-of-zechariah,resolved_entity
ref-3eab31ce7a5b5cf3,enr-05261,units/places/florence,cells,1,0,撒迦利亚被石击,entity,units/works/giannantonio-fumiani-the-stoning-of-zechariah,resolved_entity
ref-36e3601faa2dec25,enr-05266,units/places/galerie-mazarin,value,,0,马扎然宫,entity,units/places/palais-mazarin,resolved_entity
ref-cb06e38c6ada1c86,enr-05266,units/places/galerie-mazarin,cells,1,0,马扎然宫,entity,units/places/palais-mazarin,resolved_entity
ref-6b6e5442f29cdfec,enr-12273,units/places/galerie-mazarin,value,,0,巴黎,entity,units/places/paris,resolved_entity
ref-a52f2ca2e6670578,enr-12273,units/places/galerie-mazarin,cells,1,0,巴黎,entity,units/places/paris,resolved_entity
ref-1bfbd66ddd8aff8e,enr-05268,units/places/galerie-mazarin,value,,0,法国国家图书馆,entity,units/institutions/bibliotheque-nationale,resolved_entity
ref-d510d17f96952158,enr-05268,units/places/galerie-mazarin,cells,1,0,法国国家图书馆,entity,units/institutions/bibliotheque-nationale,resolved_entity
ref-ea9d78358feb2bf9,enr-12277,units/places/galerie-mazarin,value,,0,朱尔·马扎然,entity,units/persons/mazarin,resolved_entity
ref-5163d983a67873c9,enr-12277,units/places/galerie-mazarin,cells,1,0,朱尔·马扎然,entity,units/persons/mazarin,resolved_entity
ref-95a8884626d8903d,enr-05273,units/places/galerie-mazarin,value,,0,弗朗索瓦·芒萨尔,entity,units/persons/francois-mansart,resolved_entity
ref-382e652d460a7b7f,enr-05273,units/places/galerie-mazarin,cells,1,0,弗朗索瓦·芒萨尔,entity,units/persons/francois-mansart,resolved_entity
ref-135d1a833403c81e,enr-05274,units/places/galerie-mazarin,value,,0,穹顶装饰,entity,units/works/mazarin-gallery-vault-decoration,resolved_entity
ref-3e4a67060e24d1a6,enr-05274,units/places/galerie-mazarin,cells,1,0,穹顶装饰,entity,units/works/mazarin-gallery-vault-decoration,resolved_entity
ref-ec1bd1d183fab17f,enr-05280,units/places/gallery-palazzo-buonaccorsi,value,,0,布奥纳科尔西宫,entity,units/places/palazzo-buonaccorsi,resolved_entity
ref-84064c63f1ba4551,enr-05280,units/places/gallery-palazzo-buonaccorsi,cells,1,0,布奥纳科尔西宫,entity,units/places/palazzo-buonaccorsi,resolved_entity
ref-73abc3ec0e2cdf96,enr-05281,units/places/gallery-palazzo-buonaccorsi,value,,0,马切拉塔,entity,units/places/macerata,resolved_entity
ref-e5807795ab28aee7,enr-05281,units/places/gallery-palazzo-buonaccorsi,cells,1,0,马切拉塔,entity,units/places/macerata,resolved_entity
ref-4f07fb148d1a5b88,enr-12282,units/places/gallery-palazzo-buonaccorsi,value,,0,巴莱利摄影工作室,entity,units/institutions/studio-fotografico-balelli,resolved_entity
ref-389d999a92e33305,enr-12282,units/places/gallery-palazzo-buonaccorsi,cells,1,0,巴莱利摄影工作室,entity,units/institutions/studio-fotografico-balelli,resolved_entity
ref-e809b328b600d6f7,enr-12283,units/places/gallery-palazzo-buonaccorsi,value,,0,狄多与埃涅阿斯的皇家狩猎,entity,units/works/solimena-dido-and-aeneas,resolved_entity
ref-a74cca9c78e6f94a,enr-12283,units/places/gallery-palazzo-buonaccorsi,cells,1,0,狄多与埃涅阿斯的皇家狩猎,entity,units/works/solimena-dido-and-aeneas,resolved_entity
ref-f473f32d3f9c340f,enr-12284,units/places/gallery-palazzo-buonaccorsi,value,,0,埃涅阿斯向狄多讲述特洛伊的陷落,entity,units/works/bambini-aeneas-tells-dido-fall-of-troy,resolved_entity
ref-d963d35c129dcaf1,enr-12284,units/places/gallery-palazzo-buonaccorsi,cells,1,0,埃涅阿斯向狄多讲述特洛伊的陷落,entity,units/works/bambini-aeneas-tells-dido-fall-of-troy,resolved_entity
ref-e6702512424b04a4,enr-12285,units/places/gallery-palazzo-buonaccorsi,value,,0,雷蒙多·布奥纳科尔西,entity,units/persons/raimondo-buonaccorsi,resolved_entity
ref-311a17af33be72e7,enr-12285,units/places/gallery-palazzo-buonaccorsi,cells,1,0,雷蒙多·布奥纳科尔西,entity,units/persons/raimondo-buonaccorsi,resolved_entity
ref-5338306de4c656bd,enr-05296,units/places/gesu-rome,value,,0,耶稣圣名的胜利,entity,units/works/gaulli-triumph-name-jesus,resolved_entity
ref-d97aa3895621936e,enr-05296,units/places/gesu-rome,cells,1,0,耶稣圣名的胜利,entity,units/works/gaulli-triumph-name-jesus,resolved_entity
ref-ab0bfa96388a9dba,enr-05306,units/places/basilica-di-sant-ubaldo,value,,0,《还愿祭坛画》（Pala del Voto）,entity,units/works/salvio-savini-pala-del-voto,resolved_entity
ref-b538dd4a04ecb720,enr-05306,units/places/basilica-di-sant-ubaldo,cells,1,0,《还愿祭坛画》（Pala del Voto）,entity,units/works/salvio-savini-pala-del-voto,resolved_entity
ref-7b301f650893d57b,enr-05310,units/places/hampton-court-palace,value,,0,汉普顿宫楼梯壁画,entity,units/works/antonio-verrio-fresco-on-staircase-of-hampton-court-palace,resolved_entity
ref-87f289f9384112a1,enr-05310,units/places/hampton-court-palace,cells,1,0,汉普顿宫楼梯壁画,entity,units/works/antonio-verrio-fresco-on-staircase-of-hampton-court-palace,resolved_entity
ref-7bf667b71698e9af,enr-12297,units/places/houston,value,,0,休斯敦美术馆,entity,units/institutions/museum-of-fine-arts-houston,resolved_entity
ref-8aeb12f61fc1952c,enr-12297,units/places/houston,cells,1,0,休斯敦美术馆,entity,units/institutions/museum-of-fine-arts-houston,resolved_entity
ref-04dfc689dd801bcd,enr-05318,units/places/interior-sant-andrea-quirinale,value,,0,贝尔尼尼,entity,units/persons/gian-lorenzo-bernini,resolved_entity
ref-19bea17ab056105b,enr-05318,units/places/interior-sant-andrea-quirinale,cells,1,0,贝尔尼尼,entity,units/persons/gian-lorenzo-bernini,resolved_entity
ref-b4ad8cf48d034262,enr-05319,units/places/interior-sant-andrea-quirinale,value,,0,奎里纳尔圣安德烈堂,entity,units/places/s-andrea-al-quirinale,resolved_entity
ref-418314dee8d1b9aa,enr-05319,units/places/interior-sant-andrea-quirinale,cells,1,0,奎里纳尔圣安德烈堂,entity,units/places/s-andrea-al-quirinale,resolved_entity
ref-18865d8bc2ce9d9d,enr-05320,units/places/interior-sant-andrea-quirinale,value,,0,罗马,entity,units/places/rome,resolved_entity
ref-da7e95cee9f1883f,enr-05320,units/places/interior-sant-andrea-quirinale,cells,1,0,罗马,entity,units/places/rome,resolved_entity
ref-bcde57be84c15ef6,enr-05334,units/places/kassel,value,,0,画家及友人群像,entity,units/works/michelangelo-cerquozzi-the-artist-with-a-group-of-friends,resolved_entity
ref-8475c9593984b810,enr-05334,units/places/kassel,cells,1,0,画家及友人群像,entity,units/works/michelangelo-cerquozzi-the-artist-with-a-group-of-friends,resolved_entity
ref-3952cd3601ed952b,enr-05338,units/places/kingston-lacy,value,,0,卡米洛·马西米肖像,entity,units/works/velasquez-camillo-massimi,resolved_entity
ref-1de6c7a86367c690,enr-05338,units/places/kingston-lacy,cells,1,0,卡米洛·马西米肖像,entity,units/works/velasquez-camillo-massimi,resolved_entity
ref-97b1b8148c38d801,enr-05340,units/places/kingston-lacy,value,,0,杰罗姆·班克斯肖像,entity,units/works/massimo-stanzione-jerome-bankes,resolved_entity
ref-bc492e41c1b864dd,enr-05340,units/places/kingston-lacy,cells,1,0,杰罗姆·班克斯肖像,entity,units/works/massimo-stanzione-jerome-bankes,resolved_entity
ref-87edc03568f3b82c,enr-12301,units/places/kingston-lacy,value,,0,英国国民信托,entity,units/institutions/national-trust,resolved_entity
ref-85a9895b63a19fda,enr-12301,units/places/kingston-lacy,cells,1,0,英国国民信托,entity,units/institutions/national-trust,resolved_entity
ref-62103cc4a7a90f7f,enr-05342,units/places/kingston-lacy,value,,0,亨利·约翰·拉尔夫·班克斯,entity,units/persons/ralph-bankes,resolved_entity
ref-e9aadec58b4ea7b0,enr-05342,units/places/kingston-lacy,cells,1,0,亨利·约翰·拉尔夫·班克斯,entity,units/persons/ralph-bankes,resolved_entity
ref-057d44bd6d860733,enr-05346,units/places/lamport-hall,value,,0,托马斯·伊舍姆,entity,units/works/carlo-maratta-sir-thomas-isham,resolved_entity
ref-6dd8cb60364c9e7a,enr-05346,units/places/lamport-hall,cells,1,0,托马斯·伊舍姆,entity,units/works/carlo-maratta-sir-thomas-isham,resolved_entity
ref-76c70375176992c3,enr-05350,units/places/leeds,value,,0,赫拉克勒斯的选择,entity,units/works/paolo-de-matteis-the-choice-of-hercules,resolved_entity
ref-67a47a66a2ee3e24,enr-05350,units/places/leeds,cells,1,0,赫拉克勒斯的选择,entity,units/works/paolo-de-matteis-the-choice-of-hercules,resolved_entity
ref-1be21d86786ef1b2,enr-05354,units/places/liverpool,value,,0,蒂洛特森大主教寓意纪念墓,entity,units/works/canaletto-allegorical-tomb-to-the-memory-of-archbishop-tillotson,resolved_entity
ref-3dc603ddc7623ce2,enr-05354,units/places/liverpool,cells,1,0,蒂洛特森大主教寓意纪念墓,entity,units/works/canaletto-allegorical-tomb-to-the-memory-of-archbishop-tillotson,resolved_entity
ref-40b3e9e582bbeb8f,enr-05361,units/places/london,value,,0,查理一世肖像,entity,units/works/francesco-fanelli-charles-i,resolved_entity
ref-4737b7a52bf437fc,enr-05361,units/places/london,cells,1,0,查理一世肖像,entity,units/works/francesco-fanelli-charles-i,resolved_entity
ref-e819a6076573d068,enr-05363,units/places/london,value,,0,约翰·斯特兰奇别墅景观,entity,units/works/francesco-guardi-view-of-john-strange-s-villa-at-paese-near-treviso,resolved_entity
ref-bd7370aa24c17938,enr-05363,units/places/london,cells,1,0,约翰·斯特兰奇别墅景观,entity,units/works/francesco-guardi-view-of-john-strange-s-villa-at-paese-near-treviso,resolved_entity
ref-9ec2711799bf29c7,enr-05368,units/places/lucca,value,,0,斯特凡诺·孔蒂,entity,units/persons/stefano-conti,resolved_entity
ref-b2bf613a9a571e5a,enr-05368,units/places/lucca,cells,1,0,斯特凡诺·孔蒂,entity,units/persons/stefano-conti,resolved_entity
ref-85b47834280a807a,enr-05372,units/places/macerata,value,,0,狄多与埃涅阿斯,entity,units/works/solimena-dido-and-aeneas,resolved_entity
ref-22f5cd463cfb4677,enr-05372,units/places/macerata,cells,1,0,狄多与埃涅阿斯,entity,units/works/solimena-dido-and-aeneas,resolved_entity
ref-36806c6d8c42f680,enr-05374,units/places/macerata,value,,0,布奥纳科尔西宫画廊,entity,units/places/gallery-palazzo-buonaccorsi,resolved_entity
ref-f872fbb8aa36f52f,enr-05374,units/places/macerata,cells,1,0,布奥纳科尔西宫画廊,entity,units/places/gallery-palazzo-buonaccorsi,resolved_entity
ref-696570cea13c2a1f,enr-12308,units/places/madrid,value,,0,加斯帕尔·门德斯·德阿罗,entity,units/persons/marchese-del-carpio,resolved_entity
ref-58f95d6f3e942aaf,enr-12308,units/places/madrid,cells,0,0,加斯帕尔·门德斯·德阿罗,entity,units/persons/marchese-del-carpio,resolved_entity
ref-8fe402d1a4bdfdf5,enr-05380,units/places/melbourne,value,,0,安东尼与克娄巴特拉宴会：维多利亚国家美术馆藏本,entity,units/works/tiepolo-banquet-victoria,resolved_entity
ref-ca7e8e84a038f060,enr-05380,units/places/melbourne,cells,1,0,安东尼与克娄巴特拉宴会：维多利亚国家美术馆藏本,entity,units/works/tiepolo-banquet-victoria,resolved_entity
ref-0a6e7d2437b1193b,enr-05394,units/places/milan,value,,0,舒伦堡元帅肖像,entity,units/works/piazzetta-marshal-schulenburg,resolved_entity
