reference_id,enrichment_id,ku_id,content_field,cell_index,link_index,link_label,target_type,target_id,resolution_status
ref-5738fd8c8bd04a66,enr-10268,units/persons/carlo-dolci,value,,0,托马斯·贝恩斯肖像,entity,units/works/carlo-dolci-sir-thomas-baines,resolved_entity
ref-9942fc497c555827,enr-10268,units/persons/carlo-dolci,cells,1,0,托马斯·贝恩斯肖像,entity,units/works/carlo-dolci-sir-thomas-baines,resolved_entity
ref-351a2db38fb4d2a0,enr-10269,units/persons/carlo-dolci,value,,0,约翰·芬奇（John Finch）,entity,units/persons/john-finch,resolved_entity
ref-8095113d30e49046,enr-10269,units/persons/carlo-dolci,cells,1,0,约翰·芬奇（John Finch）,entity,units/persons/john-finch,resolved_entity
ref-5bb45709fa971270,enr-10270,units/persons/carlo-dolci,value,,0,PD.12-1972,entity,units/works/carlo-dolci-sir-john-finch,resolved_entity
ref-ff5adcd32da38390,enr-10270,units/persons/carlo-dolci,cells,1,0,PD.12-1972,entity,units/works/carlo-dolci-sir-john-finch,resolved_entity
ref-6e5271379733a5f4,enr-10271,units/persons/carlo-dolci,value,,0,PD.13-1972,entity,units/works/carlo-dolci-sir-thomas-baines,resolved_entity
ref-74f38e0fc1266eef,enr-10271,units/persons/carlo-dolci,cells,1,0,PD.13-1972,entity,units/works/carlo-dolci-sir-thomas-baines,resolved_entity
ref-81315234dbf454f6,enr-02210,units/persons/carlo-lodoli,value,,0,卡洛·洛多利肖像,entity,units/works/alessandro-longhi-carlo-lodoli,resolved_entity
ref-b2589da6879678e8,enr-02210,units/persons/carlo-lodoli,cells,1,0,卡洛·洛多利肖像,entity,units/works/alessandro-longhi-carlo-lodoli,resolved_entity
ref-006655b1bf241bdc,enr-10277,units/persons/carlo-lodoli,value,,0,威尼斯,entity,units/places/venice,resolved_entity
ref-90ec77ccc5f9c905,enr-10277,units/persons/carlo-lodoli,cells,1,0,威尼斯,entity,units/places/venice,resolved_entity
ref-4b3377c9c2131aa6,enr-10278,units/persons/carlo-lodoli,value,,0,帕多瓦,entity,units/places/padua,resolved_entity
ref-0a30833d3b69fc7d,enr-10278,units/persons/carlo-lodoli,cells,1,0,帕多瓦,entity,units/places/padua,resolved_entity
ref-2f07ef8b12a9cd69,enr-10284,units/persons/carlo-lodoli,value,,0,弗朗切斯科·阿尔加罗蒂,entity,units/persons/francesco-algarotti,resolved_entity
ref-1d967e61f6693219,enr-10284,units/persons/carlo-lodoli,cells,1,0,弗朗切斯科·阿尔加罗蒂,entity,units/persons/francesco-algarotti,resolved_entity
ref-fc4032f2b27d61b1,enr-10285,units/persons/carlo-lodoli,value,,0,安德烈亚·梅莫,entity,units/persons/andrea-memmo,resolved_entity
ref-ed015b02bfe9af1d,enr-10285,units/persons/carlo-lodoli,cells,1,0,安德烈亚·梅莫,entity,units/persons/andrea-memmo,resolved_entity
ref-78a4e6b98ede0061,enr-10287,units/persons/carlo-lodoli,value,,0,威尼斯,entity,units/places/venice,resolved_entity
ref-825e4679a453f7bf,enr-10287,units/persons/carlo-lodoli,cells,1,0,威尼斯,entity,units/places/venice,resolved_entity
ref-c0b50ad25cedc7fa,enr-10293,units/persons/carlo-maratta,value,,0,Andrea Sacchi,entity,units/persons/andrea-sacchi,resolved_entity
ref-f305a8136aa8eacf,enr-10293,units/persons/carlo-maratta,cells,1,0,Andrea Sacchi,entity,units/persons/andrea-sacchi,resolved_entity
ref-267b3f092dbaf644,enr-02248,units/persons/carlo-maratta,value,,0,安东尼奥·巴贝里尼枢机,entity,units/works/carlo-maratta-cardinal-antonio-barberini,resolved_entity
ref-eceb2cffd34bbda4,enr-02248,units/persons/carlo-maratta,cells,1,0,安东尼奥·巴贝里尼枢机,entity,units/works/carlo-maratta-cardinal-antonio-barberini,resolved_entity
ref-84a1f62739ce6c04,enr-02250,units/persons/carlo-maratta,value,,0,查尔斯·福克斯肖像,entity,units/works/carlo-maratta-charles-fox,resolved_entity
ref-14187604ac51d9e7,enr-02250,units/persons/carlo-maratta,cells,1,0,查尔斯·福克斯肖像,entity,units/works/carlo-maratta-charles-fox,resolved_entity
ref-3d438486b31f5bb8,enr-02252,units/persons/carlo-maratta,value,,0,托马斯·伊舍姆,entity,units/works/carlo-maratta-sir-thomas-isham,resolved_entity
ref-b4ac1cadff7cb1f8,enr-02252,units/persons/carlo-maratta,cells,1,0,托马斯·伊舍姆,entity,units/works/carlo-maratta-sir-thomas-isham,resolved_entity
ref-83ccebb1180ce3ff,enr-02269,units/persons/cassiano-dal-pozzo,value,,0,卡西亚诺·达尔·波佐漫画,entity,units/works/bernini-caricature-of-cassiano-dal-pozzo,resolved_entity
ref-b8692639fb9fcbcd,enr-02269,units/persons/cassiano-dal-pozzo,cells,1,0,卡西亚诺·达尔·波佐漫画,entity,units/works/bernini-caricature-of-cassiano-dal-pozzo,resolved_entity
ref-6d2d0df9a4e2714b,enr-10315,units/persons/charles-fox,value,,0,查尔斯·福克斯肖像,entity,units/works/carlo-maratta-charles-fox,resolved_entity
ref-63a13dd11b134380,enr-10315,units/persons/charles-fox,cells,1,0,查尔斯·福克斯肖像,entity,units/works/carlo-maratta-charles-fox,resolved_entity
ref-579874bb50495cf3,enr-10319,units/persons/charles-francois-poerson,value,,0,巴黎,entity,units/places/paris,resolved_entity
ref-2b7160cf2d7bc682,enr-10319,units/persons/charles-francois-poerson,cells,1,0,巴黎,entity,units/places/paris,resolved_entity
ref-a3bc62743e9a03f3,enr-10321,units/persons/charles-francois-poerson,value,,0,罗马,entity,units/places/rome,resolved_entity
ref-f2320a3dc58b05ee,enr-10321,units/persons/charles-francois-poerson,cells,1,0,罗马,entity,units/places/rome,resolved_entity
ref-ff8a8c570afa712d,enr-10322,units/persons/charles-francois-poerson,value,,0,罗马法国学院,entity,units/institutions/french-academy-in-rome,resolved_entity
ref-d4351fae9942e2c1,enr-10322,units/persons/charles-francois-poerson,cells,1,0,罗马法国学院,entity,units/institutions/french-academy-in-rome,resolved_entity
ref-f52561a00323b409,enr-02296,units/persons/charles-francois-poerson,value,,0,关于罗马绘画赞助的书信,entity,units/archives/poerson-letter-1708,resolved_entity
ref-9535fba8d9ca14e5,enr-02296,units/persons/charles-francois-poerson,cells,1,0,关于罗马绘画赞助的书信,entity,units/archives/poerson-letter-1708,resolved_entity
ref-d41302748715876d,enr-02300,units/persons/charles-i,value,,0,查理一世肖像,entity,units/works/francesco-fanelli-charles-i,resolved_entity
ref-3e704f8f36d07aef,enr-02300,units/persons/charles-i,cells,1,0,查理一世肖像,entity,units/works/francesco-fanelli-charles-i,resolved_entity
ref-4f6f492aa65a08b3,enr-02329,units/persons/cimaroli,value,,0,蒂洛特森大主教寓意纪念墓,entity,units/works/canaletto-allegorical-tomb-to-the-memory-of-archbishop-tillotson,resolved_entity
ref-77154d01158e6719,enr-02329,units/persons/cimaroli,cells,1,0,蒂洛特森大主教寓意纪念墓,entity,units/works/canaletto-allegorical-tomb-to-the-memory-of-archbishop-tillotson,resolved_entity
ref-821fc042c5145ae1,enr-10331,units/persons/cimaroli,value,,0,《蒂洛特森大主教寓意纪念墓》,entity,units/works/canaletto-allegorical-tomb-to-the-memory-of-archbishop-tillotson,resolved_entity
ref-b0e50f0298d42262,enr-10331,units/persons/cimaroli,cells,1,0,《蒂洛特森大主教寓意纪念墓》,entity,units/works/canaletto-allegorical-tomb-to-the-memory-of-archbishop-tillotson,resolved_entity
ref-ccd833f61f6c9198,enr-10333,units/persons/ciro-ferri,value,,0,彼得罗·达·科尔托纳,entity,units/persons/pietro-da-cortona,resolved_entity
ref-df064531544ebd52,enr-10333,units/persons/ciro-ferri,cells,1,0,彼得罗·达·科尔托纳,entity,units/persons/pietro-da-cortona,resolved_entity
ref-1375e72fa523b748,enr-02361,units/persons/claude-lorrain,value,,0,有队列的德尔斐景观,entity,units/works/claude-view-of-delphi-with-a-procession,resolved_entity
ref-ed9594cda888aaa1,enr-02361,units/persons/claude-lorrain,cells,1,0,有队列的德尔斐景观,entity,units/works/claude-view-of-delphi-with-a-procession,resolved_entity
ref-5b1c9e4737f3173c,enr-10345,units/persons/claude-mellan,value,,0,阿布维尔,entity,units/places/abbeville,resolved_entity
ref-65793dabee500734,enr-10345,units/persons/claude-mellan,cells,1,0,阿布维尔,entity,units/places/abbeville,resolved_entity
ref-0a715e7ca993f43a,enr-10347,units/persons/claude-mellan,value,,0,巴黎,entity,units/places/paris,resolved_entity
ref-d7617c81f14f03e0,enr-10347,units/persons/claude-mellan,cells,1,0,巴黎,entity,units/places/paris,resolved_entity
ref-b5ca63db15ce59d1,enr-02371,units/persons/claude-mellan,value,,0,文琴佐·朱斯蒂尼亚尼肖像,entity,units/works/claude-mellan-vincenzo-giustiniani,resolved_entity
ref-fc6e6b560040ee1d,enr-02371,units/persons/claude-mellan,cells,1,0,文琴佐·朱斯蒂尼亚尼肖像,entity,units/works/claude-mellan-vincenzo-giustiniani,resolved_entity
ref-61dce9ded1518ebc,enr-10350,units/persons/clement-i,value,,0,"罗马圣克莱孟堂（S. Clemente, Rome）",entity,units/places/san-clemente-rome,resolved_entity
ref-2d28794212437c8d,enr-10350,units/persons/clement-i,cells,1,0,"罗马圣克莱孟堂（S. Clemente, Rome）",entity,units/places/san-clemente-rome,resolved_entity
ref-b2850eaccfb26abd,enr-02376,units/persons/clement-i,value,,0,克勉十一世（Clement XI）,entity,units/persons/clement-xi,resolved_entity
ref-5754c09dd3da1c2e,enr-02376,units/persons/clement-i,cells,1,0,克勉十一世（Clement XI）,entity,units/persons/clement-xi,resolved_entity
ref-739574c32f82edad,enr-02394,units/persons/clement-xi,value,,0,圣克莱孟堂重新装饰,entity,units/events/san-clemente-redecoration,resolved_entity
ref-397684e281a2f9fb,enr-02394,units/persons/clement-xi,cells,1,0,圣克莱孟堂重新装饰,entity,units/events/san-clemente-redecoration,resolved_entity
ref-dd772bb1dd5df5b6,enr-10402,units/persons/dan-fellows-platt,value,,0,雷古鲁斯之死准备稿,entity,units/works/rosa-regulus-study-princeton,resolved_entity
ref-c2c3efe4075364cc,enr-10402,units/persons/dan-fellows-platt,cells,1,0,雷古鲁斯之死准备稿,entity,units/works/rosa-regulus-study-princeton,resolved_entity
ref-b9b5bf3681ad78ef,enr-10403,units/persons/dan-fellows-platt,value,,0,普林斯顿大学艺术博物馆,entity,units/institutions/princeton-university-art-museum,resolved_entity
ref-0bfe930b3f5a7d68,enr-10403,units/persons/dan-fellows-platt,cells,1,0,普林斯顿大学艺术博物馆,entity,units/institutions/princeton-university-art-museum,resolved_entity
ref-947e1542bb15ef2a,enr-02435,units/persons/daphne-ionides,value,,0,查理一世肖像,entity,units/works/francesco-fanelli-charles-i,resolved_entity
ref-19a0e41291eee06c,enr-02435,units/persons/daphne-ionides,cells,1,0,查理一世肖像,entity,units/works/francesco-fanelli-charles-i,resolved_entity
ref-a3c834d460d071ee,enr-02460,units/persons/domenichino,value,,0,狄安娜狩猎,entity,units/works/domenichino-hunt-of-diana,resolved_entity
ref-78abf298bc2bec5c,enr-02460,units/persons/domenichino,cells,1,0,狄安娜狩猎,entity,units/works/domenichino-hunt-of-diana,resolved_entity
ref-e8a415be58fabc4d,enr-10438,units/persons/domenico-cerato,value,,0,帕多瓦,entity,units/places/padua,resolved_entity
ref-83b1dd144c0be172,enr-10438,units/persons/domenico-cerato,cells,1,0,帕多瓦,entity,units/places/padua,resolved_entity
ref-017449f5113818b4,enr-10441,units/persons/domenico-cerato,value,,0,帕多瓦,entity,units/places/padua,resolved_entity
ref-ff2da54e4b32e01f,enr-10441,units/persons/domenico-cerato,cells,1,0,帕多瓦,entity,units/places/padua,resolved_entity
ref-87aa6b53b6af44c0,enr-10442,units/persons/domenico-cerato,value,,0,安德烈亚·梅莫,entity,units/persons/andrea-memmo,resolved_entity
ref-3b76f1a4c3f0f4d5,enr-10442,units/persons/domenico-cerato,value,,1,Prà广场,entity,units/places/pra-della-valle,resolved_entity
ref-4d25f1d2c0a9699d,enr-10442,units/persons/domenico-cerato,cells,1,0,安德烈亚·梅莫,entity,units/persons/andrea-memmo,resolved_entity
ref-df7b7351972d9ab1,enr-10442,units/persons/domenico-cerato,cells,1,1,Prà广场,entity,units/places/pra-della-valle,resolved_entity
ref-878fef2a8aaf5d63,enr-02469,units/persons/domenico-cerato,value,,0,Prà广场整治原始方案,entity,units/works/domenico-cerato-original-proposals-for-reclaiming-pra-della-valle,resolved_entity
ref-ffd7e28924d28285,enr-02469,units/persons/domenico-cerato,cells,1,0,Prà广场整治原始方案,entity,units/works/domenico-cerato-original-proposals-for-reclaiming-pra-della-valle,resolved_entity
ref-41de25fbfffd70a4,enr-10446,units/persons/domenico-maria-viani,value,,0,博洛尼亚,entity,units/places/bologna,resolved_entity
ref-9746851fa9223c0b,enr-10446,units/persons/domenico-maria-viani,cells,1,0,博洛尼亚,entity,units/places/bologna,resolved_entity
ref-7794d5562eb730cb,enr-10447,units/persons/domenico-maria-viani,value,,0,皮斯托亚,entity,units/places/pistoia,resolved_entity
ref-ccbc521182246684,enr-10447,units/persons/domenico-maria-viani,cells,1,0,皮斯托亚,entity,units/places/pistoia,resolved_entity
ref-50f71337fbca178b,enr-10449,units/persons/domenico-maria-viani,value,,0,乔瓦尼·马里亚·维亚尼,entity,units/persons/giovanni-maria-viani,resolved_entity
ref-ac69762660e96ee8,enr-10449,units/persons/domenico-maria-viani,cells,1,0,乔瓦尼·马里亚·维亚尼,entity,units/persons/giovanni-maria-viani,resolved_entity
ref-8fd54dd17c5d51b3,enr-10450,units/persons/domenico-maria-viani,value,,0,乔瓦尼·马里亚·维亚尼,entity,units/persons/giovanni-maria-viani,resolved_entity
ref-723f50b20864bdd9,enr-10450,units/persons/domenico-maria-viani,cells,1,0,乔瓦尼·马里亚·维亚尼,entity,units/persons/giovanni-maria-viani,resolved_entity
ref-5582a597ecc03eb8,enr-02509,units/persons/eberhard-zwicker,value,,0,维尔茨堡宫楼梯顶画局部,entity,units/works/tiepolo-detail-from-fresco-on-ceiling-of-staircase-in-residenz,resolved_entity
ref-88affb1f24efa2cc,enr-02509,units/persons/eberhard-zwicker,cells,1,0,维尔茨堡宫楼梯顶画局部,entity,units/works/tiepolo-detail-from-fresco-on-ceiling-of-staircase-in-residenz,resolved_entity
ref-9c3e019c84cab253,enr-10472,units/persons/ellis-waterhouse,value,,0,英国国家美术馆,entity,units/institutions/national-gallery-london,resolved_entity
ref-1781c4c4f73974d9,enr-10472,units/persons/ellis-waterhouse,cells,1,0,英国国家美术馆,entity,units/institutions/national-gallery-london,resolved_entity
ref-23bf3e681dc197dc,enr-10482,units/persons/ernest-cognacq,value,,0,圣马丹德雷,entity,units/places/saint-martin-de-re,resolved_entity
ref-8a72cd66b2ab599c,enr-10482,units/persons/ernest-cognacq,cells,1,0,圣马丹德雷,entity,units/places/saint-martin-de-re,resolved_entity
ref-fce3b2294d786588,enr-10483,units/persons/ernest-cognacq,value,,0,巴黎,entity,units/places/paris,resolved_entity
ref-596b4b750a63686a,enr-10483,units/persons/ernest-cognacq,cells,1,0,巴黎,entity,units/places/paris,resolved_entity
ref-f18bea713e890504,enr-02545,units/persons/ernest-cognacq,value,,0,玛丽—路易丝·杰,entity,units/persons/marie-louise-jay,resolved_entity
ref-abf6c92df21dd49d,enr-02545,units/persons/ernest-cognacq,cells,1,0,玛丽—路易丝·杰,entity,units/persons/marie-louise-jay,resolved_entity
ref-dbb9c06a10fe8b31,enr-02548,units/persons/ernest-cognacq,value,,0,巴黎市政当局,entity,units/institutions/city-of-paris,resolved_entity
ref-9107f8890a3c7435,enr-02548,units/persons/ernest-cognacq,cells,1,0,巴黎市政当局,entity,units/institutions/city-of-paris,resolved_entity
ref-ed5be73f72bc1b5a,enr-10489,units/persons/ernest-cognacq,value,,0,提埃坡罗《克娄巴特拉的宴会》，J 104,entity,units/works/tiepolo-banquet-cognacq-jay,resolved_entity
ref-93fded9594449270,enr-10489,units/persons/ernest-cognacq,cells,1,0,提埃坡罗《克娄巴特拉的宴会》，J 104,entity,units/works/tiepolo-banquet-cognacq-jay,resolved_entity
ref-9fefad5edce4bfbf,enr-02550,units/persons/ernest-cognacq,value,,0,科涅克—杰博物馆,entity,units/institutions/musee-cognacq-jay,resolved_entity
ref-68b87845d561eeca,enr-02550,units/persons/ernest-cognacq,cells,1,0,科涅克—杰博物馆,entity,units/institutions/musee-cognacq-jay,resolved_entity
ref-b1b2223fe3d88679,enr-10493,units/persons/ernest-graf,value,,0,《教皇史》英文版第三十三卷,entity,units/archives/pastor-popes-english-vol33,resolved_entity
ref-0bf683d670dd4aaa,enr-10493,units/persons/ernest-graf,cells,1,0,《教皇史》英文版第三十三卷,entity,units/archives/pastor-popes-english-vol33,resolved_entity
ref-9cd86eeff95eb92c,enr-02584,units/persons/ferdinand-grand-prince-tuscany,value,,0,托斯卡纳大公子费迪南多肖像,entity,units/works/francesco-petrucci-grand-prince-ferdinand-of-tuscany,resolved_entity
ref-ff9ab4ecafe62e03,enr-02584,units/persons/ferdinand-grand-prince-tuscany,cells,1,0,托斯卡纳大公子费迪南多肖像,entity,units/works/francesco-petrucci-grand-prince-ferdinand-of-tuscany,resolved_entity
ref-060bcfd7dc28c4d6,enr-02588,units/persons/ferdinando-ii-de-medici,value,,0,圭多·本蒂沃利奥枢机肖像,entity,units/works/van-dyck-cardinal-bentivoglio,resolved_entity
ref-eae1172cf71fe7c0,enr-02588,units/persons/ferdinando-ii-de-medici,cells,1,0,圭多·本蒂沃利奥枢机肖像,entity,units/works/van-dyck-cardinal-bentivoglio,resolved_entity
ref-c3c4e09495bd0397,enr-10513,units/persons/ferdinando-ii-de-medici,value,,0,安尼巴莱·本蒂沃利奥,entity,units/persons/annibale-bentivoglio,resolved_entity
ref-ed1c9f070f026aa3,enr-10513,units/persons/ferdinando-ii-de-medici,cells,1,0,安尼巴莱·本蒂沃利奥,entity,units/persons/annibale-bentivoglio,resolved_entity
ref-d9f3a53c839473dc,enr-10515,units/persons/ferdinando-marescalchi,value,,0,博洛尼亚,entity,units/places/bologna,resolved_entity
ref-b60dfc06b5715f2b,enr-10515,units/persons/ferdinando-marescalchi,cells,1,0,博洛尼亚,entity,units/places/bologna,resolved_entity
ref-b333294a2a1fed2c,enr-10516,units/persons/ferdinando-marescalchi,value,,0,摩德纳,entity,units/places/modena,resolved_entity
ref-93952ea77afa00dd,enr-10516,units/persons/ferdinando-marescalchi,cells,1,0,摩德纳,entity,units/places/modena,resolved_entity
ref-da76031df4677ef3,enr-10519,units/persons/ferdinando-marescalchi,value,,0,卡米洛·马西米肖像,entity,units/works/velasquez-camillo-massimi,resolved_entity
ref-eb46db97ba6ad80a,enr-10519,units/persons/ferdinando-marescalchi,cells,0,0,卡米洛·马西米肖像,entity,units/works/velasquez-camillo-massimi,resolved_entity
ref-e3dd50e46a6dcc9f,enr-10525,units/persons/filippo-hercolani-1736,value,,0,Marcantonio Hercolani（1709–1772）,entity,units/persons/marcantonio-hercolani-1709,resolved_entity
ref-0b9bf4136f58573d,enr-10525,units/persons/filippo-hercolani-1736,cells,1,0,Marcantonio Hercolani（1709–1772）,entity,units/persons/marcantonio-hercolani-1709,resolved_entity
ref-a06ee2c2fb867496,enr-02627,units/persons/flaminio-corner,value,,0,弗拉米尼奥·科尔内尔肖像,entity,units/works/marco-pitteri-flaminio-corner,resolved_entity
ref-f0630d47f0e10653,enr-02627,units/persons/flaminio-corner,cells,1,0,弗拉米尼奥·科尔内尔肖像,entity,units/works/marco-pitteri-flaminio-corner,resolved_entity
ref-51f3bbb5c91ad4a6,enr-02651,units/persons/francesco-algarotti,value,,0,弗朗切斯科·阿尔加罗蒂肖像,entity,units/works/francesco-algarotti,resolved_entity
ref-c4dbc331afd0679f,enr-02651,units/persons/francesco-algarotti,cells,1,0,弗朗切斯科·阿尔加罗蒂肖像,entity,units/works/francesco-algarotti,resolved_entity
ref-b5ee19545a82523d,enr-02653,units/persons/francesco-algarotti,value,,0,阿尔加罗蒂墓前悼念者,entity,units/works/g-volpato-mourners-at-tomb-of-francesco-algarotti-in-pisa,resolved_entity
ref-5bb2f9dbacd5cf30,enr-02653,units/persons/francesco-algarotti,cells,1,0,阿尔加罗蒂墓前悼念者,entity,units/works/g-volpato-mourners-at-tomb-of-francesco-algarotti-in-pisa,resolved_entity
ref-38ac33105f380c7d,enr-10543,units/persons/francesco-algarotti,value,,0,弗朗切斯科·阿尔加罗蒂墓,entity,units/works/tomb-of-francesco-algarotti,resolved_entity
ref-d4d609441ba0ebb5,enr-10543,units/persons/francesco-algarotti,cells,1,0,弗朗切斯科·阿尔加罗蒂墓,entity,units/works/tomb-of-francesco-algarotti,resolved_entity
ref-c0e0ab6556e42400,enr-10544,units/persons/francesco-algarotti,value,,0,毛罗·安东尼奥·泰西,entity,units/persons/mauro-antonio-tesi,resolved_entity
ref-e43c7b468fae8821,enr-10544,units/persons/francesco-algarotti,cells,1,0,毛罗·安东尼奥·泰西,entity,units/persons/mauro-antonio-tesi,resolved_entity
ref-03741f70ad528f5b,enr-10545,units/persons/francesco-algarotti,value,,0,毛罗·安东尼奥·泰西,entity,units/persons/mauro-antonio-tesi,resolved_entity
ref-4324338a80961659,enr-10545,units/persons/francesco-algarotti,cells,1,0,毛罗·安东尼奥·泰西,entity,units/persons/mauro-antonio-tesi,resolved_entity
ref-0615992f7badbc26,enr-10546,units/persons/francesco-algarotti,value,,0,卡洛·洛多利,entity,units/persons/carlo-lodoli,resolved_entity
ref-3bf58467262e18fe,enr-10546,units/persons/francesco-algarotti,cells,1,0,卡洛·洛多利,entity,units/persons/carlo-lodoli,resolved_entity
ref-89f89bf859c5ee73,enr-02672,units/persons/francesco-barberini,value,,0,弗朗切斯科·巴贝里尼枢机,entity,units/works/ottavio-leoni-cardinal-francesco-barberini,resolved_entity
ref-23380c0c6ff98cb2,enr-02672,units/persons/francesco-barberini,cells,1,0,弗朗切斯科·巴贝里尼枢机,entity,units/works/ottavio-leoni-cardinal-francesco-barberini,resolved_entity
ref-1a553bd5093f20ac,enr-10554,units/persons/francesco-fanelli,value,,0,佛罗伦萨,entity,units/places/florence,resolved_entity
ref-e4670f722820df04,enr-10554,units/persons/francesco-fanelli,cells,1,0,佛罗伦萨,entity,units/places/florence,resolved_entity
ref-cc62ec6ef461b267,enr-10560,units/persons/francesco-fanelli,value,,0,热那亚,entity,units/places/genoa,resolved_entity
ref-0452143de8cf72af,enr-10560,units/persons/francesco-fanelli,cells,1,0,热那亚,entity,units/places/genoa,resolved_entity
ref-13f6c3dfa216e755,enr-10561,units/persons/francesco-fanelli,value,,0,伦敦,entity,units/places/london,resolved_entity
ref-5eb0b38cd48d0919,enr-10561,units/persons/francesco-fanelli,cells,1,0,伦敦,entity,units/places/london,resolved_entity
ref-1342557e9bf2883e,enr-10562,units/persons/francesco-fanelli,value,,0,查理一世,entity,units/persons/charles-i,resolved_entity
ref-6e25489cce142d45,enr-10562,units/persons/francesco-fanelli,cells,1,0,查理一世,entity,units/persons/charles-i,resolved_entity
ref-a9827c8d871d808b,enr-10563,units/persons/francesco-fanelli,value,,0,查理一世,entity,units/persons/charles-i,resolved_entity
ref-88e2ccebc724521a,enr-10563,units/persons/francesco-fanelli,cells,1,0,查理一世,entity,units/persons/charles-i,resolved_entity
ref-c57da1a70f62fab9,enr-02683,units/persons/francesco-fanelli,value,,0,查理一世肖像,entity,units/works/francesco-fanelli-charles-i,resolved_entity
ref-3cebc297b0279332,enr-02683,units/persons/francesco-fanelli,cells,1,0,查理一世肖像,entity,units/works/francesco-fanelli-charles-i,resolved_entity
ref-88b6c39c5ea3f1c5,enr-10570,units/persons/francesco-fontana,evidence,,0,书信知识元,entity,units/archives/testi-fontana-bernini-letter,resolved_entity
ref-ea6c4343fdbb7505,enr-10570,units/persons/francesco-fontana,cells,2,0,书信知识元,entity,units/archives/testi-fontana-bernini-letter,resolved_entity
ref-9740c094be0df0b5,enr-10571,units/persons/francesco-fontana,evidence,,0,书信知识元,entity,units/archives/testi-fontana-letter-1634-01-18,resolved_entity
ref-9baf0adba6cc107b,enr-10571,units/persons/francesco-fontana,cells,2,0,书信知识元,entity,units/archives/testi-fontana-letter-1634-01-18,resolved_entity
ref-96b8ee93df388ac9,enr-02687,units/persons/francesco-guardi,value,,0,约翰·斯特兰奇别墅景观,entity,units/works/francesco-guardi-view-of-john-strange-s-villa-at-paese-near-treviso,resolved_entity
ref-319e6c7db8427e97,enr-02687,units/persons/francesco-guardi,cells,1,0,约翰·斯特兰奇别墅景观,entity,units/works/francesco-guardi-view-of-john-strange-s-villa-at-paese-near-treviso,resolved_entity
ref-107c7609e769bf46,enr-10577,units/persons/francesco-guardi,value,,0,威尼斯,entity,units/places/venice,resolved_entity
ref-55f6ba547766a66f,enr-10577,units/persons/francesco-guardi,cells,1,0,威尼斯,entity,units/places/venice,resolved_entity
ref-83380f3b4020e4e0,enr-10587,units/persons/francesco-maggiotto,value,,0,多梅尼科·费代利（又称马焦托）,entity,units/persons/domenico-fedeli-venice-painter,resolved_entity
ref-7d5992469afd8f0d,enr-10587,units/persons/francesco-maggiotto,cells,1,0,多梅尼科·费代利（又称马焦托）,entity,units/persons/domenico-fedeli-venice-painter,resolved_entity
ref-ec05c3fdfa440498,enr-10588,units/persons/francesco-maggiotto,value,,0,埃莱娜·祖利亚尼,entity,units/persons/elena-zuliani,resolved_entity
ref-cd8773bb53220f06,enr-10588,units/persons/francesco-maggiotto,cells,1,0,埃莱娜·祖利亚尼,entity,units/persons/elena-zuliani,resolved_entity
ref-1e00a71632d4bc0e,enr-10589,units/persons/francesco-maggiotto,value,,0,安杰拉·费代利,entity,units/persons/angela-fedeli,resolved_entity
ref-be72497e8390ec1f,enr-10589,units/persons/francesco-maggiotto,cells,1,0,安杰拉·费代利,entity,units/persons/angela-fedeli,resolved_entity
ref-2b8af05f9881f8e4,enr-10590,units/persons/francesco-maggiotto,value,,0,埃莱娜·费代利,entity,units/persons/elena-fedeli-daughter,resolved_entity
ref-a9a02fc0cce92859,enr-10590,units/persons/francesco-maggiotto,cells,1,0,埃莱娜·费代利,entity,units/persons/elena-fedeli-daughter,resolved_entity
ref-6743c72f668d36c6,enr-10591,units/persons/francesco-maggiotto,value,,0,乔万·巴蒂斯塔·费代利,entity,units/persons/giovan-battista-fedeli,resolved_entity
ref-777ef8f6329122c3,enr-10591,units/persons/francesco-maggiotto,cells,1,0,乔万·巴蒂斯塔·费代利,entity,units/persons/giovan-battista-fedeli,resolved_entity
ref-966d992bd5e8dff9,enr-10592,units/persons/francesco-maggiotto,value,,0,多梅尼科·费代利（弗朗切斯科之子）,entity,units/persons/domenico-fedeli-son-of-francesco,resolved_entity
ref-8ee9fa6ca9b4f9bd,enr-10592,units/persons/francesco-maggiotto,cells,1,0,多梅尼科·费代利（弗朗切斯科之子）,entity,units/persons/domenico-fedeli-son-of-francesco,resolved_entity
ref-57a3c6b0865a94ef,enr-10601,units/persons/francesco-maggiotto,cells,0,0,皮内利委托的168幅肖像组,entity,units/works/francesco-maggiotto-portraits-of-doges-1778,resolved_entity
ref-fbf11318c1787335,enr-10629,units/persons/francesco-petrucci,value,,0,巴尔达萨雷·弗兰切斯基尼（沃尔泰拉诺）,entity,units/persons/baldassare-franceschini,resolved_entity
ref-505c2a2f3af862d4,enr-10629,units/persons/francesco-petrucci,cells,0,0,巴尔达萨雷·弗兰切斯基尼（沃尔泰拉诺）,entity,units/persons/baldassare-franceschini,resolved_entity
ref-8c6d8347adee76a3,enr-10630,units/persons/francesco-petrucci,value,,0,托斯卡纳大公子费迪南多,entity,units/persons/ferdinand-grand-prince-tuscany,resolved_entity
ref-d909047a13649d9f,enr-10630,units/persons/francesco-petrucci,cells,1,0,托斯卡纳大公子费迪南多,entity,units/persons/ferdinand-grand-prince-tuscany,resolved_entity
