enrichment_id,ku_id,citation_index,source_id,candidate_source_ids,match_method,resolution_status
enr-00001,units/archives/accademia-statutes-confirmed-1621,0,haskell-1980-rev-ed,haskell-1980-rev-ed,normalized_exact_citation,resolved_unique
enr-08537,units/archives/accademia-statutes-confirmed-1621,0,src-d0b14170bcfaa9cf,src-d0b14170bcfaa9cf,normalized_exact_citation,resolved_unique
enr-08538,units/archives/accademia-statutes-confirmed-1621,0,haskell-1980-rev-ed,haskell-1980-rev-ed,normalized_exact_citation,resolved_unique
enr-08538,units/archives/accademia-statutes-confirmed-1621,1,src-d0b14170bcfaa9cf,src-d0b14170bcfaa9cf,normalized_exact_citation,resolved_unique
enr-08539,units/archives/accademia-statutes-confirmed-1621,0,haskell-1980-rev-ed,haskell-1980-rev-ed,normalized_exact_citation,resolved_unique
enr-08539,units/archives/accademia-statutes-confirmed-1621,1,src-d0b14170bcfaa9cf,src-d0b14170bcfaa9cf,normalized_exact_citation,resolved_unique
enr-08540,units/archives/accademia-statutes-confirmed-1621,0,haskell-1980-rev-ed,haskell-1980-rev-ed,normalized_exact_citation,resolved_unique
enr-08540,units/archives/accademia-statutes-confirmed-1621,1,src-d0b14170bcfaa9cf,src-d0b14170bcfaa9cf,normalized_exact_citation,resolved_unique
enr-08541,units/archives/accademia-statutes-confirmed-1621,0,src-d0b14170bcfaa9cf,src-d0b14170bcfaa9cf,normalized_exact_citation,resolved_unique
enr-08542,units/archives/accademia-statutes-confirmed-1621,0,src-d0b14170bcfaa9cf,src-d0b14170bcfaa9cf,normalized_exact_citation,resolved_unique
enr-08543,units/archives/accademia-statutes-confirmed-1621,0,src-d0b14170bcfaa9cf,src-d0b14170bcfaa9cf,normalized_exact_citation,resolved_unique
enr-00009,units/archives/accademia-statutes-confirmed-1621,0,src-d0b14170bcfaa9cf,src-d0b14170bcfaa9cf,normalized_exact_citation,resolved_unique
enr-00009,units/archives/accademia-statutes-confirmed-1621,1,src-6a38cc3c34a16a86,src-6a38cc3c34a16a86,normalized_exact_citation,resolved_unique
enr-08544,units/archives/accademia-statutes-confirmed-1621,0,src-d0b14170bcfaa9cf,src-d0b14170bcfaa9cf,normalized_exact_citation,resolved_unique
enr-08545,units/archives/accademia-statutes-confirmed-1621,0,src-d0b14170bcfaa9cf,src-d0b14170bcfaa9cf,normalized_exact_citation,resolved_unique
enr-00012,units/archives/aedes-barberinae-ad-quirinalem,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-00014,units/archives/aedes-barberinae-ad-quirinalem,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-00015,units/archives/aedes-barberinae-ad-quirinalem,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-00016,units/archives/aedes-barberinae-ad-quirinalem,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-00017,units/archives/aedes-barberinae-ad-quirinalem,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-00018,units/archives/aedes-barberinae-ad-quirinalem,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08546,units/archives/aedes-barberinae-ad-quirinalem,0,src-3ee94500ab90cb2c,src-3ee94500ab90cb2c,normalized_exact_citation,resolved_unique
enr-08547,units/archives/aedes-barberinae-ad-quirinalem,0,src-3ee94500ab90cb2c,src-3ee94500ab90cb2c,normalized_exact_citation,resolved_unique
enr-08548,units/archives/aedes-barberinae-ad-quirinalem,0,src-3ee94500ab90cb2c,src-3ee94500ab90cb2c,normalized_exact_citation,resolved_unique
enr-08549,units/archives/aedes-barberinae-ad-quirinalem,0,src-520740f991f12562,src-520740f991f12562,normalized_exact_citation,resolved_unique
enr-00023,units/archives/aedes-barberinae-ad-quirinalem,0,src-520740f991f12562,src-520740f991f12562,normalized_exact_citation,resolved_unique
enr-00023,units/archives/aedes-barberinae-ad-quirinalem,1,src-3ee94500ab90cb2c,src-3ee94500ab90cb2c,normalized_exact_citation,resolved_unique
enr-08550,units/archives/aedes-barberinae-ad-quirinalem,0,src-520740f991f12562,src-520740f991f12562,normalized_exact_citation,resolved_unique
enr-08551,units/archives/aedes-barberinae-ad-quirinalem,0,src-3ee94500ab90cb2c,src-3ee94500ab90cb2c,normalized_exact_citation,resolved_unique
enr-08552,units/archives/aedes-barberinae-ad-quirinalem,0,src-3ee94500ab90cb2c,src-3ee94500ab90cb2c,normalized_exact_citation,resolved_unique
enr-00029,units/archives/ameyden-relazione-1642,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08553,units/archives/ameyden-relazione-1642,0,src-a71e9e5a5f70b95e,src-a71e9e5a5f70b95e,normalized_exact_citation,resolved_unique
enr-08554,units/archives/ameyden-relazione-1642,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08554,units/archives/ameyden-relazione-1642,1,src-a71e9e5a5f70b95e,src-a71e9e5a5f70b95e,normalized_exact_citation,resolved_unique
enr-08555,units/archives/ameyden-relazione-1642,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08555,units/archives/ameyden-relazione-1642,1,src-a71e9e5a5f70b95e,src-a71e9e5a5f70b95e,normalized_exact_citation,resolved_unique
enr-08556,units/archives/ameyden-relazione-1642,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08556,units/archives/ameyden-relazione-1642,1,src-a71e9e5a5f70b95e,src-a71e9e5a5f70b95e,normalized_exact_citation,resolved_unique
enr-08557,units/archives/ameyden-relazione-1642,0,src-a71e9e5a5f70b95e,src-a71e9e5a5f70b95e,normalized_exact_citation,resolved_unique
enr-08558,units/archives/ameyden-relazione-1642,0,src-a71e9e5a5f70b95e,src-a71e9e5a5f70b95e,normalized_exact_citation,resolved_unique
enr-08559,units/archives/ameyden-relazione-1642,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08559,units/archives/ameyden-relazione-1642,1,src-a71e9e5a5f70b95e,src-a71e9e5a5f70b95e,normalized_exact_citation,resolved_unique
enr-08560,units/archives/ameyden-relazione-1642,0,src-a71e9e5a5f70b95e,src-a71e9e5a5f70b95e,normalized_exact_citation,resolved_unique
enr-08561,units/archives/ameyden-relazione-1642,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08561,units/archives/ameyden-relazione-1642,1,src-a71e9e5a5f70b95e,src-a71e9e5a5f70b95e,normalized_exact_citation,resolved_unique
enr-08562,units/archives/ameyden-relazione-1642,0,src-a71e9e5a5f70b95e,src-a71e9e5a5f70b95e,normalized_exact_citation,resolved_unique
enr-08563,units/archives/ameyden-relazione-1642,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08563,units/archives/ameyden-relazione-1642,1,src-a71e9e5a5f70b95e,src-a71e9e5a5f70b95e,normalized_exact_citation,resolved_unique
enr-08564,units/archives/ameyden-relazione-1642,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08564,units/archives/ameyden-relazione-1642,1,src-a71e9e5a5f70b95e,src-a71e9e5a5f70b95e,normalized_exact_citation,resolved_unique
enr-08565,units/archives/ameyden-relazione-1642,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08565,units/archives/ameyden-relazione-1642,1,src-a71e9e5a5f70b95e,src-a71e9e5a5f70b95e,normalized_exact_citation,resolved_unique
enr-08566,units/archives/ameyden-relazione-1642,0,src-7edc49039f24d918,src-7edc49039f24d918,normalized_exact_citation,resolved_unique
enr-08567,units/archives/ameyden-relazione-1642,0,src-7edc49039f24d918,src-7edc49039f24d918,normalized_exact_citation,resolved_unique
enr-00046,units/archives/apollo-periodical,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-00048,units/archives/apollo-periodical,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08568,units/archives/apollo-periodical,0,src-4508c89112f992d5,src-4508c89112f992d5,normalized_exact_citation,resolved_unique
enr-08569,units/archives/apollo-periodical,0,src-4508c89112f992d5,src-4508c89112f992d5,normalized_exact_citation,resolved_unique
enr-08570,units/archives/apollo-periodical,0,src-4508c89112f992d5,src-4508c89112f992d5,normalized_exact_citation,resolved_unique
enr-08571,units/archives/apollo-periodical,0,src-4508c89112f992d5,src-4508c89112f992d5,normalized_exact_citation,resolved_unique
enr-00053,units/archives/apollo-periodical,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-00054,units/archives/apollo-periodical,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08572,units/archives/armanni-delle-lettere,0,,,,no_exact_match
enr-08572,units/archives/armanni-delle-lettere,1,src-5745b08ba5d5be43,src-5745b08ba5d5be43,normalized_exact_citation,resolved_unique
enr-08572,units/archives/armanni-delle-lettere,2,src-75148a2cc8f45730,src-75148a2cc8f45730,normalized_exact_citation,resolved_unique
enr-08573,units/archives/armanni-delle-lettere,0,src-5745b08ba5d5be43,src-5745b08ba5d5be43,normalized_exact_citation,resolved_unique
enr-00057,units/archives/armanni-delle-lettere,0,src-5745b08ba5d5be43,src-5745b08ba5d5be43,normalized_exact_citation,resolved_unique
enr-00057,units/archives/armanni-delle-lettere,1,src-8c4db707422d61f5,src-8c4db707422d61f5,normalized_exact_citation,resolved_unique
enr-00058,units/archives/armanni-delle-lettere,0,src-5745b08ba5d5be43,src-5745b08ba5d5be43,normalized_exact_citation,resolved_unique
enr-00058,units/archives/armanni-delle-lettere,1,src-75148a2cc8f45730,src-75148a2cc8f45730,normalized_exact_citation,resolved_unique
enr-08574,units/archives/armanni-delle-lettere,0,src-75148a2cc8f45730,src-75148a2cc8f45730,normalized_exact_citation,resolved_unique
enr-08575,units/archives/armanni-delle-lettere,0,src-5745b08ba5d5be43,src-5745b08ba5d5be43,normalized_exact_citation,resolved_unique
enr-08576,units/archives/armanni-delle-lettere,0,src-75148a2cc8f45730,src-75148a2cc8f45730,normalized_exact_citation,resolved_unique
enr-08576,units/archives/armanni-delle-lettere,1,src-8c4db707422d61f5,src-8c4db707422d61f5,normalized_exact_citation,resolved_unique
enr-08577,units/archives/armanni-delle-lettere,0,src-8c4db707422d61f5,src-8c4db707422d61f5,normalized_exact_citation,resolved_unique
enr-08578,units/archives/armanni-pamfili-letter-undated,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08578,units/archives/armanni-pamfili-letter-undated,1,,,,no_exact_match
enr-08578,units/archives/armanni-pamfili-letter-undated,2,src-5745b08ba5d5be43,src-5745b08ba5d5be43,normalized_exact_citation,resolved_unique
enr-08579,units/archives/armanni-pamfili-letter-undated,0,src-5745b08ba5d5be43,src-5745b08ba5d5be43,normalized_exact_citation,resolved_unique
enr-08580,units/archives/armanni-pamfili-letter-undated,0,src-5745b08ba5d5be43,src-5745b08ba5d5be43,normalized_exact_citation,resolved_unique
enr-08581,units/archives/armanni-pamfili-letter-undated,0,src-5745b08ba5d5be43,src-5745b08ba5d5be43,normalized_exact_citation,resolved_unique
enr-08582,units/archives/armanni-pamfili-letter-undated,0,src-5745b08ba5d5be43,src-5745b08ba5d5be43,normalized_exact_citation,resolved_unique
enr-08583,units/archives/armanni-pamfili-letter-undated,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08583,units/archives/armanni-pamfili-letter-undated,1,,,,no_exact_match
enr-08583,units/archives/armanni-pamfili-letter-undated,2,src-5745b08ba5d5be43,src-5745b08ba5d5be43,normalized_exact_citation,resolved_unique
enr-08584,units/archives/armanni-pamfili-letter-undated,0,src-5745b08ba5d5be43,src-5745b08ba5d5be43,normalized_exact_citation,resolved_unique
enr-08585,units/archives/arragona-mantua-letter-1621,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08586,units/archives/arragona-mantua-letter-1621,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-13788,units/archives/arragona-mantua-letter-1621,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-13789,units/archives/arragona-mantua-letter-1621,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-13790,units/archives/arragona-mantua-letter-1621,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-13791,units/archives/arragona-mantua-letter-1621,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-13792,units/archives/arragona-mantua-letter-1621,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-00070,units/archives/baldoini-painter-appointment,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-00071,units/archives/baldoini-painter-appointment,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-00072,units/archives/baldoini-painter-appointment,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08592,units/archives/baldoini-painter-appointment,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08592,units/archives/baldoini-painter-appointment,1,src-431847567e7947d0,src-431847567e7947d0,normalized_exact_citation,resolved_unique
enr-00074,units/archives/baldoini-painter-appointment,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08593,units/archives/baldoini-painter-appointment,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08593,units/archives/baldoini-painter-appointment,1,src-431847567e7947d0,src-431847567e7947d0,normalized_exact_citation,resolved_unique
enr-00076,units/archives/baldoini-painter-appointment,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08594,units/archives/baldoini-painter-appointment,0,src-4dbde82cc22c366f,src-4dbde82cc22c366f,normalized_exact_citation,resolved_unique
enr-08595,units/archives/baldoini-painter-appointment,0,src-4dbde82cc22c366f,src-4dbde82cc22c366f,normalized_exact_citation,resolved_unique
enr-00080,units/archives/baldoini-painter-appointment,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08596,units/archives/bertolotti-artisti-bolognesi,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08597,units/archives/bertolotti-artisti-bolognesi,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08598,units/archives/bertolotti-artisti-bolognesi,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08599,units/archives/bertolotti-artisti-bolognesi,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08600,units/archives/bertolotti-artisti-bolognesi,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08601,units/archives/bertolotti-artisti-bolognesi,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08602,units/archives/bertolotti-artisti-bolognesi,0,src-445c3b392d3b87e7,src-445c3b392d3b87e7,normalized_exact_citation,resolved_unique
enr-08603,units/archives/bertolotti-artisti-bolognesi,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08604,units/archives/bertolotti-artisti-bolognesi,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08605,units/archives/bertolotti-artisti-bolognesi,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08606,units/archives/bertolotti-artisti-bolognesi,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08607,units/archives/bertolotti-artisti-bolognesi,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08608,units/archives/bertolotti-artisti-bolognesi,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08609,units/archives/bertolotti-artisti-bolognesi,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08610,units/archives/bertolotti-artisti-bolognesi,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08611,units/archives/bianconi-letter-1762,0,src-2f4789331474cf1b,src-2f4789331474cf1b,normalized_exact_citation,resolved_unique
enr-08612,units/archives/bianconi-letter-1762,0,src-2f4789331474cf1b,src-2f4789331474cf1b,normalized_exact_citation,resolved_unique
enr-08613,units/archives/bianconi-letter-1762,0,src-2f4789331474cf1b,src-2f4789331474cf1b,normalized_exact_citation,resolved_unique
enr-08614,units/archives/bianconi-letter-1762,0,src-2f4789331474cf1b,src-2f4789331474cf1b,normalized_exact_citation,resolved_unique
enr-08615,units/archives/bianconi-letter-1762,0,src-2f4789331474cf1b,src-2f4789331474cf1b,normalized_exact_citation,resolved_unique
enr-08616,units/archives/bianconi-letter-1762,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08616,units/archives/bianconi-letter-1762,1,src-2f4789331474cf1b,src-2f4789331474cf1b,normalized_exact_citation,resolved_unique
enr-00096,units/archives/burlington-magazine,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08617,units/archives/burlington-magazine,0,src-ed44b23d561a4776,src-ed44b23d561a4776,normalized_exact_citation,resolved_unique
enr-00099,units/archives/burlington-magazine,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08618,units/archives/burlington-magazine,0,src-ed44b23d561a4776,src-ed44b23d561a4776,normalized_exact_citation,resolved_unique
enr-08619,units/archives/burlington-magazine,0,src-ed44b23d561a4776,src-ed44b23d561a4776,normalized_exact_citation,resolved_unique
enr-08620,units/archives/burlington-magazine,0,src-ed44b23d561a4776,src-ed44b23d561a4776,normalized_exact_citation,resolved_unique
enr-08621,units/archives/burlington-magazine,0,src-ed44b23d561a4776,src-ed44b23d561a4776,normalized_exact_citation,resolved_unique
enr-08622,units/archives/camassei-sebastian-receipt,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08623,units/archives/camassei-sebastian-receipt,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08624,units/archives/camassei-sebastian-receipt,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08625,units/archives/camassei-sebastian-receipt,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08625,units/archives/camassei-sebastian-receipt,1,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08625,units/archives/camassei-sebastian-receipt,2,src-816c814462697cb8,src-816c814462697cb8,normalized_exact_citation,resolved_unique
enr-08626,units/archives/camassei-sebastian-receipt,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08627,units/archives/camassei-sebastian-receipt,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08628,units/archives/camassei-sebastian-receipt,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08629,units/archives/camassei-sebastian-receipt,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08630,units/archives/camassei-sebastian-receipt,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08631,units/archives/camassei-sebastian-receipt,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-00114,units/archives/camassei-urban-contract-1633,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-00115,units/archives/camassei-urban-contract-1633,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08632,units/archives/camassei-urban-contract-1633,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08633,units/archives/camassei-urban-contract-1633,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08634,units/archives/camassei-urban-contract-1633,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08635,units/archives/camassei-urban-contract-1633,0,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08636,units/archives/camassei-urban-contract-1633,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08636,units/archives/camassei-urban-contract-1633,1,src-5363c9c3606ea129,src-5363c9c3606ea129,normalized_exact_citation,resolved_unique
enr-08636,units/archives/camassei-urban-contract-1633,2,src-816c814462697cb8,src-816c814462697cb8,normalized_exact_citation,resolved_unique
enr-08637,units/archives/caravaggio-altarpieces-contract-1600,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08637,units/archives/caravaggio-altarpieces-contract-1600,1,src-248f4adf0c78eb95,src-248f4adf0c78eb95,normalized_exact_citation,resolved_unique
enr-08637,units/archives/caravaggio-altarpieces-contract-1600,2,src-fe8713eb4962f73c,src-fe8713eb4962f73c,normalized_exact_citation,resolved_unique
enr-00123,units/archives/caravaggio-altarpieces-contract-1600,0,src-248f4adf0c78eb95,src-248f4adf0c78eb95,normalized_exact_citation,resolved_unique
enr-00123,units/archives/caravaggio-altarpieces-contract-1600,1,src-fe8713eb4962f73c,src-fe8713eb4962f73c,normalized_exact_citation,resolved_unique
enr-08638,units/archives/caravaggio-altarpieces-contract-1600,0,src-248f4adf0c78eb95,src-248f4adf0c78eb95,normalized_exact_citation,resolved_unique
enr-08639,units/archives/caravaggio-altarpieces-contract-1600,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08639,units/archives/caravaggio-altarpieces-contract-1600,1,src-248f4adf0c78eb95,src-248f4adf0c78eb95,normalized_exact_citation,resolved_unique
enr-08639,units/archives/caravaggio-altarpieces-contract-1600,2,src-fe8713eb4962f73c,src-fe8713eb4962f73c,normalized_exact_citation,resolved_unique
enr-08640,units/archives/caravaggio-altarpieces-contract-1600,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08640,units/archives/caravaggio-altarpieces-contract-1600,1,src-248f4adf0c78eb95,src-248f4adf0c78eb95,normalized_exact_citation,resolved_unique
enr-08641,units/archives/cellini-autobiography,0,src-f388d6873a8da892,src-f388d6873a8da892,normalized_exact_citation,resolved_unique
enr-08642,units/archives/cellini-autobiography,0,src-f388d6873a8da892,src-f388d6873a8da892,normalized_exact_citation,resolved_unique
enr-08642,units/archives/cellini-autobiography,1,src-1324893fa12212d2,src-1324893fa12212d2,normalized_exact_citation,resolved_unique
enr-08643,units/archives/cellini-autobiography,0,src-f388d6873a8da892,src-f388d6873a8da892,normalized_exact_citation,resolved_unique
enr-08643,units/archives/cellini-autobiography,1,src-1324893fa12212d2,src-1324893fa12212d2,normalized_exact_citation,resolved_unique
enr-08644,units/archives/cellini-autobiography,0,src-f388d6873a8da892,src-f388d6873a8da892,normalized_exact_citation,resolved_unique
enr-08645,units/archives/cellini-autobiography,0,src-f388d6873a8da892,src-f388d6873a8da892,normalized_exact_citation,resolved_unique
enr-08645,units/archives/cellini-autobiography,1,src-1324893fa12212d2,src-1324893fa12212d2,normalized_exact_citation,resolved_unique
enr-08646,units/archives/cellini-autobiography,0,src-f388d6873a8da892,src-f388d6873a8da892,normalized_exact_citation,resolved_unique
enr-08647,units/archives/cellini-autobiography,0,src-f388d6873a8da892,src-f388d6873a8da892,normalized_exact_citation,resolved_unique
enr-08648,units/archives/cellini-autobiography,0,src-f388d6873a8da892,src-f388d6873a8da892,normalized_exact_citation,resolved_unique
enr-08649,units/archives/cellini-autobiography,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08649,units/archives/cellini-autobiography,1,src-f388d6873a8da892,src-f388d6873a8da892,normalized_exact_citation,resolved_unique
enr-08650,units/archives/coke-arundell-letter-1620,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08650,units/archives/coke-arundell-letter-1620,1,src-501d7b6034e3db09,src-501d7b6034e3db09,normalized_exact_citation,resolved_unique
enr-08650,units/archives/coke-arundell-letter-1620,2,src-4439af26bd2d8cc4,src-4439af26bd2d8cc4,normalized_exact_citation,resolved_unique
enr-00131,units/archives/coke-arundell-letter-1620,0,src-501d7b6034e3db09,src-501d7b6034e3db09,normalized_exact_citation,resolved_unique
enr-00131,units/archives/coke-arundell-letter-1620,1,src-4439af26bd2d8cc4,src-4439af26bd2d8cc4,normalized_exact_citation,resolved_unique
enr-00132,units/archives/coke-arundell-letter-1620,0,src-501d7b6034e3db09,src-501d7b6034e3db09,normalized_exact_citation,resolved_unique
enr-00132,units/archives/coke-arundell-letter-1620,1,src-4439af26bd2d8cc4,src-4439af26bd2d8cc4,normalized_exact_citation,resolved_unique
enr-08651,units/archives/coke-arundell-letter-1620,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08651,units/archives/coke-arundell-letter-1620,1,src-501d7b6034e3db09,src-501d7b6034e3db09,normalized_exact_citation,resolved_unique
enr-08652,units/archives/coke-arundell-letter-1620,0,src-501d7b6034e3db09,src-501d7b6034e3db09,normalized_exact_citation,resolved_unique
enr-08653,units/archives/coke-arundell-letter-1620,0,src-501d7b6034e3db09,src-501d7b6034e3db09,normalized_exact_citation,resolved_unique
enr-00136,units/archives/coke-arundell-letter-1620,0,src-501d7b6034e3db09,src-501d7b6034e3db09,normalized_exact_citation,resolved_unique
enr-00136,units/archives/coke-arundell-letter-1620,1,src-4439af26bd2d8cc4,src-4439af26bd2d8cc4,normalized_exact_citation,resolved_unique
enr-08654,units/archives/coke-arundell-letter-1620,0,src-501d7b6034e3db09,src-501d7b6034e3db09,normalized_exact_citation,resolved_unique
enr-08655,units/archives/coke-arundell-letter-1620,0,src-501d7b6034e3db09,src-501d7b6034e3db09,normalized_exact_citation,resolved_unique
enr-08656,units/archives/coke-arundell-letter-1620,0,src-501d7b6034e3db09,src-501d7b6034e3db09,normalized_exact_citation,resolved_unique
enr-08657,units/archives/coke-arundell-letter-1620,0,src-501d7b6034e3db09,src-501d7b6034e3db09,normalized_exact_citation,resolved_unique
enr-08658,units/archives/coke-arundell-letter-1620,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08659,units/archives/coke-arundell-letter-1620,0,src-4439af26bd2d8cc4,src-4439af26bd2d8cc4,normalized_exact_citation,resolved_unique
enr-08660,units/archives/colnaghi-catalogue-1961,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-08661,units/archives/colnaghi-catalogue-1961,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-13794,units/archives/colnaghi-catalogue-1961,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
enr-13795,units/archives/colnaghi-catalogue-1961,0,haskell-1980-rev-ed,haskell-1980-rev-ed,work_author_title_year,resolved_unique
